202
5
22
22
0 1 1 5 17 5 (D 0,1,1) (S 8,1,7) (S 4,7,7) (S 3,6,6) (S 19,6,12) (S 11,1,12) (D 0,1,1)
0 1 2 5 50 5 (D 0,1,2) (S 15,1,4) (S 1,2,2) (S 22,2,4) (S 6,9,9) (S 12,9,11) (D 0,1,2)
0 1 3 5 36 5 (D 0,1,3) (S 17,1,2) (S 18,9,10) (S 7,10,10) (S 14,10,11) (S 5,8,8) (D 0,1,3)
0 1 4 5 70 5 (D 0,1,4) (S 10,3,4) (S 20,3,5) (S 2,5,5) (S 13,5,11) (S 9,8,11) (D 0,1,4)
0 1 5 2 29 2 (D 0,1,5) (S 21,3,12) (S 16,5,6) (D 0,1,5)
